S2_B1,S2_B2,S2_B4,S2_B11,S2_B12,ARVI,CI,DVI,GEMI,GNDVI,IPVI,IRECI,MCARI,MSAVI,MSAVI2,NDVI,NDWI2,PSSRA,RI,RVI,SAVI,3_45_9,3_90_12,3_90_63,5_90_21,5_90_62,7_90_15,7_45_19,9_180_12,9_45_97,9_90_11,9_90_59,11_135_1,13_90_59,15_135_97,15_45_1,15_45_19,15_45_59,15_45_81,15_90_13,15_90_31,15_90_59,15_90_64,15_180_59,Label 
0.0293,0.0317,0.0679,0.1729,0.1069,0.31468,0.1778,0.1318,0.51836,0.61635,0.74626,0.2276,0.00071,0.21319,0.72433,0.49253,-0.61635,2.92194,43.2917,2.94109,0.25756,2.88889,1.11111,0.11111,0.84,3.03159,0.26031,0.59058,0.34568,4.69136,0.83457,0.47263,5.95041,0.49764,4.74222,6.05333,0.68017,0.42715,1.68889,0.35556,0.09626,0.53065,0.77123,0.60763,7
0.0275,0.0315,0.0601,0.1546,0.0859,0.4257,0.07417,0.1601,0.5627,0.61912,0.78559,0.2546,0.00101,0.25844,0.77468,0.57117,-0.61912,3.36273,25.98722,3.66389,0.30777,2.88889,0.44444,0.11111,0.56,2.88617,0.20033,0.61224,0.33333,4.2963,0.77284,0.45648,4.46281,0.5676,4.22222,4.69333,0.652,0.48001,1.52,0.39111,0.05695,0.56893,0.96546,0.67956,7
0.0345,0.0449,0.0919,0.2239,0.1357,0.30964,0.13108,0.1716,0.58646,0.57737,0.74142,0.26494,0.0009,0.26007,0.77388,0.48284,-0.57737,2.69206,24.00031,2.86725,0.30091,4.22222,0.44444,0.20988,0.32,2.04777,0.15452,0.72245,0.38272,7.55556,0.78395,0.64321,6.8595,0.6007,6.69778,6.85333,0.69563,0.47987,1.86667,0.46222,0.06283,0.61412,0.87797,0.63622,7
0.017,0.0171,0.0269,0.0902,0.0524,0.46384,0.12788,0.0733,0.3705,0.6562,0.78836,0.11996,0.00033,0.13271,0.63799,0.57671,-0.6562,3.65799,80.41084,3.72491,0.17533,1,0,0.16049,0.32,2.42162,0.57101,0.82041,0.16049,2.80247,0.90741,0.6321,3.42975,0.68047,3.59111,3.6,0.83422,0.57022,1.64,0.20889,0.16547,0.67556,0.89327,0.688,7
0.0397,0.041,0.0849,0.2393,0.1675,0.25225,0.14807,0.1308,0.52209,0.5479,0.71756,0.21002,0.00115,0.20547,0.71507,0.43513,-0.5479,2.62073,28.82663,2.54064,0.24507,4.11111,0.33333,0.25926,0.8,1.90118,0.14119,0.64286,0.38272,11.23457,0.75556,0.70123,9.60331,0.67396,10.82222,9.57778,0.63867,0.60248,1.96444,0.47111,0.05102,0.66444,0.83661,0.69867,6
0.0406,0.051,0.1083,0.2771,0.1893,0.21011,0.16077,0.1454,0.54704,0.52831,0.70083,0.20709,0.00187,0.21777,0.72714,0.40166,-0.52831,2.34257,24.43271,2.34257,0.25302,5.88889,2.33333,0.18519,1.04,2.58798,0.11037,0.57503,0.66667,9.51852,0.70617,0.66296,9.39669,0.62461,9.22666,9.13333,0.638,0.53659,2.05333,0.68,0.03957,0.63145,0.74237,0.65404,6
0.046,0.0592,0.1214,0.2853,0.2338,0.14366,0.18497,0.1238,0.51354,0.49194,0.66885,0.11566,-0.00001,0.18392,0.69047,0.3377,-0.49194,1.68204,25.315,2.01977,0.21429,5.44444,1.44444,0.11111,0.92,3.16342,0.08871,0.50612,1.02469,12.2716,0.6679,0.5138,10.77686,0.58033,0,0,0,0,0,0,0,0,0,0,7
0.0199,0.0176,0.0264,0.0794,0.0431,0.43363,0.0497,0.0627,0.34622,0.57699,0.77143,0.14586,0.00032,0.11432,0.61831,0.54286,-0.57699,4.06439,51.05216,3.375,0.1528,1.44444,0.22222,0.1358,0.24,2.54612,0.35943,0.7102,0.28395,2.09877,0.90123,0.54765,3.57851,0.54729,2.57333,3.76,0.72345,0.43137,1.32,0.27556,0.27475,0.55445,0.81314,0.49669,7
0.0243,0.037,0.0775,0.2165,0.1444,0.13806,0.21094,0.0783,0.42847,0.51042,0.66781,0.10159,0.00047,0.12858,0.63285,0.33562,-0.51042,2.01419,46.63686,2.01032,0.16017,3.11111,0.44444,0.35802,0.56,1.69064,0.24531,0.69184,0.49383,6.5679,0.80494,0.70617,5.45455,0.67041,6.13778,5.37333,0.71111,0.60807,1.62667,0.32444,0.07556,0.66,0.78984,0.692,7
0.0205,0.0217,0.0314,0.0889,0.0498,0.59627,0.01618,0.1311,0.49381,0.68481,0.83806,0.24028,0.00055,0.22764,0.74214,0.67612,-0.68481,4.77389,35.09447,5.17516,0.2834,1.55556,0.55556,0.1358,0.08,2.80978,0.26031,0.89796,0.2963,2.14815,0.78025,0.50806,3.76859,0.46899,3.01333,4.09333,0.79956,0.47427,1,0.49778,0.2256,0.49594,0.89844,0.65289,7
0.0283,0.0369,0.0763,0.2078,0.1391,0.153,0.20347,0.0812,0.43311,0.51442,0.67365,0.10423,0.00062,0.13338,0.63797,0.34731,-0.51442,2.07995,45.20381,2.06422,0.16599,3.44444,0.33333,0.4321,0.48,1.84224,0.17618,0.72245,0.34568,7.69136,0.80494,0.72716,6.86777,0.69527,8.14222,6.76,0.66444,0.61982,2,0.44889,0.05355,0.67644,0.86596,0.67867,7
0.0341,0.0613,0.1429,0.2705,0.1742,0.10682,0.19732,0.1353,0.52641,0.4877,0.66065,0.1443,-0.00001,0.19312,0.69941,0.3213,-0.4877,1.73618,23.22565,1.94682,0.22033,5.44445,1.55556,0.16049,1.4,2.58798,0.05956,0.43541,0.81481,10.06173,0.61481,0.53054,8.47107,0.50681,10.11555,8.57333,0.55605,0.56102,2,0.82667,0.01973,0.52208,0.77304,0.56889,6
0.022,0.0262,0.0428,0.1378,0.0789,0.45975,0.05289,0.1177,0.47809,0.61307,0.78947,0.24229,0.00113,0.20122,0.71233,0.57895,-0.61307,4.06542,32.10002,3.75,0.25103,2,0,0.1358,0.16,2.71247,0.77843,0.86735,0.12346,3.77778,0.90741,0.53653,4.69421,0.48625,4.13778,5.08889,0.75378,0.39625,1.55111,0.28,0.11984,0.49197,0.86731,0.62201,7
0.0237,0.0218,0.0322,0.1032,0.0534,0.55901,-0.04167,0.1184,0.47006,0.62284,0.82385,0.24222,0.00091,0.20671,0.71877,0.6477,-0.62284,4.81056,24.18285,4.67702,0.26011,1.22222,0.33333,0.23457,0.6,2.60891,0.22199,0.62972,0.34568,3.75309,0.73086,0.40801,4.33884,0.49472,4.17778,4.30667,0.72247,0.47759,1.38667,0.44,0.11988,0.51132,0.82992,0.63867,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0.037,0.0663,0.1343,0.2777,0.2028,0.07794,0.15279,0.1022,0.47913,0.4111,0.63781,0.14706,0.00032,0.15076,0.65509,0.27562,-0.4111,1.8131,18.75861,1.76098,0.17605,6.33333,2.66667,0.16049,1.36,2.92069,0.07622,0.52563,0.77778,10.1358,0.60617,0.50392,8.3719,0.55938,9.73778,8.07111,0.61607,0.52714,2.16,0.74222,0.03198,0.58282,0.69617,0.6199,7
0.0237,0.0265,0.0464,0.1334,0.0768,0.43309,0.06178,0.1212,0.4874,0.6069,0.78318,0.19563,0.00079,0.20534,0.71672,0.56636,-0.6069,3.45474,31.23808,3.61207,0.25462,1.88889,0.22222,0.16049,0.48,2.46697,0.29863,0.77143,0.41975,5.1358,0.80494,0.50074,5.36364,0.51208,6.63111,5.55556,0.66212,0.46286,2,0.46667,0.04841,0.54164,0.80733,0.58736,7
0.0149,0.0199,0.0324,0.1142,0.0577,0.57701,0.0418,0.135,0.50207,0.69777,0.83784,0.27319,0.00081,0.23342,0.74857,0.67568,-0.69777,5.05556,39.66807,5.16667,0.28937,1.11111,0.11111,0.1358,0.4,2.67795,0.77759,0.85714,0.09877,2.80247,0.87284,0.60687,2.56198,0.64234,3.87555,2.76,0.84222,0.64817,1.84,0.24889,0.13229,0.66114,0.68287,0.70622,7
0.0437,0.0624,0.1349,0.3022,0.2265,-0.03261,0.21696,0.0594,0.41095,0.38243,0.59022,0.06718,0.00011,0.0899,0.5916,0.18044,-0.38243,1.43884,27.82689,1.44033,0.10745,6.44444,0.33333,0.23457,0.32,1.83607,0.29279,0.8,0.40741,13.81481,0.82963,0.70988,10.06612,0.72426,13.07556,10.05333,0.752,0.62071,2.68,0.29778,0.11885,0.73111,0.89368,0.75822,2
0.0213,0.0211,0.0348,0.0924,0.0535,0.32872,0.11005,0.0612,0.35492,0.54964,0.73395,0.1116,0.00013,0.10982,0.61349,0.46789,-0.54964,2.85057,55.76296,2.75862,0.14553,1.33333,0.11111,0.18519,0.36,2.37976,0.37859,0.77551,0.2716,2.88889,0.9321,0.68642,4,0.66746,3.03556,4.06667,0.83778,0.58178,1.02667,0.19556,0.24057,0.66533,0.77278,0.68133,7
0.0403,0.0705,0.1721,0.3632,0.258,0.00923,0.22841,0.1067,0.4749,0.4412,0.61832,0.09086,-0.00004,0.14839,0.6518,0.23664,-0.4412,1.42243,23.44686,1.61999,0.16831,7.11111,0.88889,0.18519,1.24,2.78885,0.08538,0.37575,0.74074,12.98765,0.65062,0.48639,9.29752,0.51038,11.68444,8.72,0.5636,0.39635,2.77333,0.72444,0.03028,0.49728,0.87384,0.64993,2
0.0241,0.0304,0.0543,0.1285,0.0775,0.26984,0.15655,0.0817,0.41858,0.54897,0.71466,0.1346,0.00043,0.13955,0.64498,0.42932,-0.54897,2.58011,47.48038,2.5046,0.17753,2.44444,1.22222,0.20988,1,2.60157,0.10787,0.62857,0.45679,4.01235,0.66667,0.36337,4.1405,0.35738,3.27555,3.93333,0.68933,0.46356,1.13333,0.60444,0.05296,0.40114,0.73656,0.608,7
0.0422,0.0701,0.1583,0.3378,0.2433,0.04605,0.20152,0.112,0.48795,0.43968,0.63066,0.12855,0.00004,0.15842,0.66255,0.26132,-0.43968,1.64182,21.52359,1.70752,0.18092,6.66667,2.11111,0.16049,0.84,2.71981,0.09954,0.4922,0.76543,14,0.65926,0.53457,9.4876,0.53728,13.09778,9.36,0.58103,0.48694,2.57333,0.66222,0.03799,0.53438,0.76441,0.53848,6
0.022,0.0249,0.0514,0.1354,0.088,0.21393,0.14732,0.0689,0.39046,0.51798,0.70064,0.09149,0.00045,0.11924,0.62334,0.40128,-0.51798,2.27237,47.39541,2.34047,0.15386,2.22222,0.22222,0.20988,0.36,2.49066,0.24032,0.69592,0.39506,4.95062,0.82099,0.53653,4.14876,0.62638,5.22667,4.19556,0.784,0.59038,1.48,0.32,0.08512,0.63537,0.66948,0.66443,7
0.045,0.0611,0.1381,0.2986,0.234,-0.02258,0.23359,0.0675,0.42408,0.41112,0.5982,0.06973,0.00004,0.10114,0.60321,0.19639,-0.41112,1.43809,30.19434,1.48878,0.12001,6,0,0.16049,0.52,2.42162,0.21116,0.58367,0.38272,12.67901,0.72963,0.5716,10.04132,0.54201,11.51555,9.85333,0.58612,0.49632,2.10667,0.61333,0.03957,0.55163,0.84674,0.72222,2
0.0437,0.0571,0.1235,0.3268,0.2378,0.04429,0.19036,0.084,0.45098,0.42367,0.62689,0.09481,0.00016,0.12743,0.63082,0.25378,-0.42367,1.63239,25.73334,1.68016,0.15162,5.88889,0.44444,0.25926,0.52,2.55345,0.16868,0.71633,0.65432,14.8642,0.68889,0.69012,10.54545,0.65573,14.50222,10.50667,0.61562,0.58661,2.58222,0.69333,0.04857,0.63234,0.62121,0.59511,7
0.0407,0.0605,0.1276,0.2983,0.2189,0.1154,0.19476,0.1179,0.50394,0.48115,0.658,0.15962,0.00032,0.17408,0.67984,0.316,-0.48115,1.90831,25.598,1.92398,0.20255,5.77778,0.44444,0.23457,0.96,2.16601,0.18034,0.52456,0.58025,10.85185,0.6496,0.51135,8.86777,0.53666,9.10667,8.28,0.57786,0.47384,1.85333,0.73333,0.03056,0.52218,0.56172,0.7,7
0.0332,0.0491,0.0944,0.2494,0.1631,0.26705,0.14355,0.1471,0.54941,0.54709,0.71896,0.19963,0.00121,0.2252,0.73591,0.43793,-0.54709,2.42267,25.21656,2.55826,0.26397,4.55556,0.44444,0.23457,0.56,2.43521,0.22116,0.6898,0.45679,8.69136,0.75432,0.60955,7.79339,0.60606,8.31111,7.49333,0.69378,0.58179,2.21333,0.52444,0.0464,0.61014,0.88846,0.65244,7
0.0322,0.0436,0.0871,0.2426,0.1579,0.22995,0.10114,0.1215,0.50736,0.4916,0.70544,0.19184,0.00143,0.19119,0.69957,0.41089,-0.4916,2.51206,21.10705,2.39495,0.22904,4.11111,0.33333,0.4321,0.64,1.52705,0.14786,0.66735,0.46914,8.11111,0.77284,0.76173,7.23967,0.72839,8.28444,7.21333,0.70622,0.60486,2,0.46222,0.05932,0.70093,0.75944,0.73689,7
0.0347,0.0409,0.0937,0.253,0.1764,0.12875,0.20282,0.0961,0.46656,0.50695,0.66949,0.16196,0.00113,0.15185,0.65724,0.33898,-0.50695,2.2412,36.66101,2.02561,0.18398,4.55556,0.33333,0.18519,0.8,2.67518,0.09871,0.49508,0.7037,9.30864,0.68642,0.56315,8,0.57,9.10222,7.93778,0.55162,0.46142,2.11111,0.62222,0.0323,0.57043,0.82509,0.64648,6
0.029,0.0298,0.0537,0.1612,0.0937,0.37495,0.05917,0.117,0.48477,0.56319,0.7607,0.17366,0.00162,0.19595,0.70612,0.52139,-0.56319,3.21229,26.57012,3.17877,0.24227,2.66667,1.22222,0.28395,0.72,2.11609,0.1162,0.62624,0.92593,6.71605,0.62738,0.49127,7.55372,0.47052,7.90222,8.16,0.52878,0.44103,1.89333,0.79556,0.03155,0.50361,0.83036,0.59047,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.0364,0.0333,0.0602,0.212,0.1409,0.50257,0.07404,0.2029,0.63022,0.67048,0.8138,0.34698,0.00182,0.31955,0.84296,0.62759,-0.67048,4.09635,25.92334,4.37043,0.36967,3.77778,1.55556,0.16049,1.16,2.71981,0.07372,0.5098,1.1358,9.07407,0.64713,0.43443,8.05785,0.47935,8.28444,7.82222,0.55246,0.44859,1.82222,0.71556,0.03328,0.5092,0.8774,0.56579,7
0.0468,0.0607,0.1124,0.236,0.1765,0.07288,0.15876,0.0775,0.43925,0.3989,0.62818,0.09656,0.00025,0.12014,0.62336,0.25637,-0.3989,1.66815,23.2521,1.6895,0.1449,6.11111,0.55556,0.28395,0.52,2.0086,0.09038,0.7114,0.82716,9.95062,0.75062,0.7106,10.21488,0.72165,8.76889,9.45333,0.63489,0.60845,1.92,0.48444,0.05106,0.72204,0.68849,0.67252,2
0.0195,0.024,0.0373,0.0967,0.0533,0.53321,0.0507,0.1289,0.49469,0.66283,0.81671,0.26107,0.00023,0.22139,0.7349,0.63342,-0.66283,4.04826,36.35196,4.45576,0.27484,1.77778,0.33333,0.18519,0.32,2.67795,0.29946,0.81633,0.24691,2.48148,0.87037,0.55258,3.12397,0.54946,2.43556,3.05333,0.83778,0.46123,1,0.16444,0.31552,0.53252,0.8416,0.58667,7
0.0191,0.024,0.0355,0.104,0.0559,0.53717,-0.00421,0.1206,0.47739,0.62689,0.81472,0.25612,0.00063,0.20887,0.72105,0.62944,-0.62689,4.44225,27.46677,4.39718,0.26157,1.66667,0.44444,0.48148,0.28,1.24041,0.47522,0.82653,0.23457,2.85185,0.87654,0.76543,3.36364,0.72738,3.22667,4.05333,0.81956,0.65901,1.41333,0.29778,0.55508,0.71295,0.66799,0.70133,7
0.0228,0.0243,0.0438,0.162,0.0983,0.35899,0.13619,0.0904,0.42612,0.60239,0.75393,0.16089,0.00062,0.15669,0.66366,0.50787,-0.60239,3.26484,51.95357,3.06393,0.2,2.11111,0.77778,0.1358,0.8,2.99707,0.09371,0.67551,0.49383,6.60494,0.70494,0.4125,5.6281,0.43761,7.50666,5.72,0.63848,0.43972,1.6,0.59556,0.03435,0.44819,0.86553,0.55519,7
0.0309,0.0309,0.0659,0.1791,0.1136,0.20426,0.17784,0.0868,0.43712,0.53699,0.69854,0.13594,0.00032,0.14472,0.65029,0.39707,-0.53699,2.37936,44.61669,2.31715,0.18119,2.88889,0.33333,0.23457,0.8,2.19248,0.1287,0.59712,0.50617,7.28395,0.71235,0.57131,6.61157,0.53418,7.44889,6.65333,0.62282,0.44916,2,0.59556,0.03929,0.53101,0.74424,0.67733,7
0.0256,0.0318,0.0572,0.1504,0.0967,0.26349,0.14975,0.0845,0.42641,0.54022,0.71242,0.12735,0.00048,0.14332,0.64897,0.42484,-0.54022,2.5035,43.22859,2.47727,0.18136,2.33333,0.33333,0.18519,0.72,2.27691,0.18867,0.53417,0.88889,5.77778,0.73086,0.5565,5.83471,0.55548,5.91555,5.89333,0.56885,0.44722,1.77778,0.45778,0.05766,0.56123,0.73832,0.57448,2
0.0365,0.033,0.0544,0.1861,0.1124,0.42857,0.01209,0.1351,0.51759,0.56224,0.77696,0.21632,0.00199,0.22362,0.7365,0.55392,-0.56224,3.44485,19.76579,3.48346,0.27242,3,1.55556,0.11111,1.52,2.99707,0.21866,0.48475,1.41975,7.55556,0.5984,0.43221,8.84297,0.45007,7.73778,9.30222,0.39953,0.38104,2,1.21778,0.03004,0.43506,0.73603,0.48733,7
0.0391,0.0479,0.1002,0.2772,0.1819,0.25263,0.13864,0.1554,0.56227,0.54255,0.71838,0.23173,0.00189,0.23447,0.74557,0.43676,-0.54255,2.56687,23.05302,2.5509,0.27238,4.44444,0.66667,0.25926,0.56,1.95779,0.14952,0.75918,0.34568,10.5679,0.77284,0.72222,8.71901,0.71834,10.32444,8.8,0.64388,0.6303,2.12444,0.48889,0.04075,0.72356,0.81946,0.73271,7
0.0391,0.0563,0.1158,0.2731,0.1814,0.19198,0.15858,0.1428,0.54263,0.50919,0.69071,0.20221,0.00078,0.21163,0.7202,0.38141,-0.50919,2.19171,22.54391,2.23316,0.24497,5.44444,0.33333,0.20988,0.52,1.95431,0.12453,0.62245,0.58025,10.44444,0.78025,0.76667,8.97521,0.72426,10.53333,9.08,0.64157,0.62044,2.16,0.54222,0.04233,0.72133,0.79278,0.72,6
0.0219,0.0222,0.0401,0.1196,0.0696,0.45617,0,0.1152,0.47109,0.58956,0.79478,0.23861,0.00098,0.19828,0.70919,0.58956,-0.58956,4.16708,24.93766,3.87282,0.24849,1.55556,0.33333,0.16049,0.32,2.80978,0.25448,0.69388,0.39506,4,0.78642,0.52912,4.24793,0.56129,0,0,0,0,0,0,0,0,0,0.668,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0.0416,0.0308,0.0142,0.0133,0.0133,1.39344,-0.03072,0.0004,0.16653,-0.01683,0.50694,-0.00044,0,0.00078,0.50078,0.01389,0.01683,0.97183,58.56604,1.02817,0.00113,2.66667,0.44444,1,0,0,0.26114,1,0.44444,0,0.74691,1,10,1,0,10,1,1,0.41333,0.44889,1,1,1,1,1
0.0424,0.0314,0.0153,0.0134,0.013,1.10191,-0.04969,0.0012,0.17154,-0.01198,0.51887,0.00031,0,0.00233,0.50233,0.03774,0.01198,1.01961,48.49788,1.07843,0.00338,2.88889,0.33333,1,0,0,0.30446,1,0.20988,0,0.80864,1,10.42975,1,0,10.4,1,1,0.86667,0.30667,1,1,1,1,1
0.041,0.0318,0.0147,0.0126,0.0125,1.38095,-0.01672,0.0003,0.16754,-0.00662,0.50505,-0.0003,0,0.00058,0.50058,0.0101,0.00662,0.97959,61.5324,1.02041,0.00085,2.55556,0.44444,1,0.04,0,0.32695,0.97959,0.41975,0,0.82716,1,10,1,0,10,0.99556,1,1,0.41333,1,1,1,1,1
0.0428,0.031,0.016,0.0132,0.0131,0.86486,-0.0184,-0.0022,0.16397,-0.09211,0.46309,0.00043,0,-0.00427,0.49574,-0.07383,0.09211,1.025,55.96491,0.8625,-0.00623,2.77778,0.44444,1,0,0,0.29696,1,0.2963,0,0.79012,1,10.18182,1,0,10.2,1,1,0.72,0.33778,1,1,1,1,1
0.0423,0.0311,0.0146,0.0133,0.0135,1.28788,-0.02341,0.0005,0.16783,-0.00658,0.50842,0.00041,0,0.00097,0.50097,0.01684,0.00658,1.0274,59.51568,1.03425,0.00142,2.66667,0.11111,1,0,0,0.41608,1,0.25926,0,0.83333,1,10,1,0,10.01778,1,1,0.64,0.30667,1,1,1,1,1
0.0428,0.0317,0.0168,0.0136,0.0119,0.78531,-0.00592,-0.001,0.16929,-0.03659,0.48466,-0.00049,0,-0.00194,0.49806,-0.03067,0.03659,0.97024,57.4476,0.94048,-0.00282,2.88889,0.22222,1,0,0,0.77593,1,0.17284,0,0.93827,1,10.47934,1,0,10.49333,1,1,0.84,0.15556,1,1,1,1,1
0.0424,0.0322,0.014,0.0128,0.0131,1.78505,-0.0604,0.0009,0.16739,-0.02932,0.51557,0.00148,0,0.00175,0.50175,0.03114,0.02932,1.1,49.69181,1.06429,0.00255,2.55556,0.44444,1,0,0,0.32028,1,0.33333,0,0.75926,1,10.13223,1,0,10.19555,1,1,0.88889,0.38667,1,1,1,1,1
0.0422,0.0304,0.015,0.0131,0.0128,1.05517,-0.06542,-0.0001,0.1672,-0.06875,0.49833,0.00101,0,-0.00019,0.49981,-0.00334,0.06875,1.07333,44.99809,0.99333,-0.00028,2.88889,0.33333,1,0,0,0.68013,1,0.30864,0,0.90123,1,10,1,0,10,1,1,0.54667,0.29778,1,1,1,1,1
0.0421,0.0307,0.0154,0.0136,0.013,0.98582,-0.00965,-0.0014,0.16464,-0.05724,0.47619,0.001,0,-0.00272,0.49728,-0.04762,0.05724,1.05844,61.28338,0.90909,-0.00397,2.88889,0.22222,1,0,0,0.36277,1,0.30864,0,0.81481,1,10,1,0,10,1,1,0.94667,0.30222,1,1,1,1,1
0.044,0.0339,0.0168,0.0138,0.0129,1.03822,-0.06407,-0.0008,0.16984,-0.08832,0.4878,-0.0001,0,-0.00155,0.49845,-0.02439,0.08832,0.99405,40.50591,0.95238,-0.00225,3,0,1,0,0,1,1,0,0,1,1,11,1,0,11,1,1,0.44444,0.00889,1,1,1,1,1
0.0429,0.0304,0.0173,0.0137,0.0129,0.6019,0.02976,-0.0004,0.17218,0.01807,0.49415,-0.00125,0,-0.00077,0.49923,-0.0117,-0.01807,0.92486,69.10815,0.97688,-0.00112,2.55556,0.55556,1,0,0,0.51853,1,0.33333,0,0.84568,1,10.29752,1,0,10.17778,1,1,0.72,0.28,1,1,1,1,1
0.0415,0.0315,0.0155,0.0135,0.0129,1.06452,-0.03125,0.0005,0.17013,-0.01538,0.50794,0.00031,0,0.00097,0.50097,0.01587,0.01538,1.01935,53.48247,1.03226,0.00141,2.77778,0.33333,1,0,0,0.30862,1,0.4321,0,0.82716,1,10,1,0,10,1,1,0.14667,0.35111,1,1,1,1,1
0.0427,0.0305,0.0147,0.0135,0.0134,1.15714,-0.0607,0.0004,0.16781,-0.04732,0.50671,0.00095,0,0.00078,0.50078,0.01342,0.04732,1.06122,47.24007,1.02721,0.00113,2.55556,0.44444,1,0,0,0.41108,1,0.2716,0,0.84568,1,10.13223,1,0,10.13333,1,1,0.38667,0.32444,1,1,1,1,1
0.0421,0.0319,0.0171,0.0143,0.0135,0.75,0.00885,-0.001,0.17004,-0.02128,0.48494,-0.0018,0,-0.00194,0.49807,-0.03012,0.02128,0.89474,61.66866,0.94152,-0.00281,2.88889,0.22222,1,0,0,0.39525,1,0.2716,0,0.85185,1,10.00826,1,0,10.05333,1,1,0.8,0.32889,1,1,1,1,1
0.0418,0.031,0.0159,0.0137,0.0135,0.9,-0.05357,-0.0007,0.16784,-0.07599,0.48875,-0.0005,0,-0.00136,0.49864,-0.02251,0.07599,0.96855,45.59051,0.95597,-0.00198,2.55556,0.55556,1,0,0,0.50104,1,0.25926,0,0.85802,1,10,1,0,10,1,1,1,0.31556,1,1,1,1,1
0.0357,0.0298,0.0161,0.0138,0.0143,0.72571,-0.08523,-0.001,0.16753,-0.11696,0.48397,-0.00029,0,-0.00194,0.49806,-0.03205,0.11696,0.98137,37.20074,0.93789,-0.00282,2,0.11111,1,0,0,0.45106,1,0.4321,0,0.85802,1,8.07438,1,0,8.08889,1,1,0.88889,0.29333,1,1,1,1,1
0.041,0.0308,0.0163,0.0137,0.0129,0.7931,-0.00912,-0.0007,0.16886,-0.03106,0.48903,-0.00042,0,-0.00136,0.49864,-0.02194,0.03106,0.97546,58.08326,0.95706,-0.00197,3,0.11111,1,0,0,0.45106,1,0.34568,0,0.84568,1,10,1,0,10,1,1,0.65778,0.37333,1,1,1,1,1
0.0408,0.0302,0.0154,0.0138,0.0134,0.92308,-0.04348,-0.0004,0.1674,-0.0566,0.49342,-0.0003,0,-0.00078,0.49922,-0.01316,0.0566,0.98052,50.01655,0.97403,-0.00113,2.55556,0.44444,1,0,0,0.2778,1,0.54321,0,0.79012,1,10,1,0,10,1,1,0.45333,0.41333,1,1,1,1,1
0.0413,0.03,0.0159,0.0137,0.0133,0.78698,-0.01548,-0.0008,0.16757,-0.04127,0.4871,-0.00112,0,-0.00155,0.49845,-0.02581,0.04127,0.93082,57.31426,0.94969,-0.00226,2.44444,0.55556,1,0,0,0.34611,1,0.4321,0,0.81481,1,10,1,0,10,1,1,1,0.32889,1,1,1,1,1
0.0418,0.031,0.0156,0.0135,0.0125,0.97468,-0.05455,0,0.16901,-0.05455,0.5,0.00098,0,0,0.5,0,0.05455,1.05769,46.19568,1,0,2.77778,0.33333,1,0,0,0.5935,1,0.28395,0,0.87037,1,10,1,0,10,1,1,0.55556,0.23111,1,1,1,1,1
0.0439,0.0331,0.0155,0.0138,0.0136,1.31579,-0.04025,-0.0001,0.16848,-0.04348,0.49838,0.00052,0,-0.00019,0.49981,-0.00324,0.04348,1.03226,50.66822,0.99355,-0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0382,0.032,0.016,0.0144,0.0136,1,-0.09859,-0.0001,0.16974,-0.10169,0.49843,0.0002,0,-0.00019,0.49981,-0.00313,0.10169,1.0125,34.5252,0.99375,-0.00028,3,0.11111,1,0,0,0.74344,1,0.12346,0,0.92593,1,9,1,0,9,1,1,0.69778,0.13333,1,1,1,1,1
0.0392,0.0292,0.0162,0.0132,0.0128,0.66316,-0.02994,-0.0004,0.16943,-0.04242,0.49375,-0.00041,0,-0.00078,0.49923,-0.0125,0.04242,0.97531,51.57567,0.97531,-0.00113,2.11111,0.33333,1,0,0,0.40608,1,0.34568,0,0.8642,1,9,1,0,9,1,1,0.68,0.31111,1,1,1,1,1
0.0392,0.0307,0.0158,0.0141,0.0134,0.88535,-0.03067,-0.001,0.16676,-0.06329,0.48366,0,0,-0.00194,0.49806,-0.03268,0.06329,1,52.64855,0.93671,-0.00283,2.44444,0.44444,1,0,0,0.25864,1,0.53086,0,0.78395,1,9.04959,1,0,9.10667,1,1,0.76,0.36,1,1,1,1,1
0.0416,0.0335,0.016,0.0139,0.0131,1.21127,-0.0303,-0.0003,0.1692,-0.03976,0.49527,0.00031,0,-0.00058,0.49942,-0.00946,0.03976,1.01875,52.10667,0.98125,-0.00085,2.88889,0.22222,1,0,0,0.53936,1,0.25926,0,0.85185,1,10,1,0,10,1,1,0.50667,0.30667,1,1,1,1,1
0.0368,0.0357,0.02,0.0154,0.0147,0.57635,-0.19355,-0.004,0.16905,-0.29825,0.44444,-0.00164,0,-0.00772,0.49231,-0.11111,0.29825,0.915,15.42357,0.8,-0.01119,3,0,1,0,0,1,1,0.02469,0,0.98765,1,8.90083,1,0,8.73333,0.97111,1,1,0.03111,0.42238,1,1,1,1
