S2_B1,S2_B2,S2_B4,S2_B11,S2_B12,ARVI,CI,DVI,GEMI,GNDVI,IPVI,IRECI,MCARI,MSAVI,MSAVI2,NDVI,NDWI2,PSSRA,RI,RVI,SAVI,3_45_9,3_90_12,3_90_63,5_90_21,5_90_62,7_90_15,7_45_19,9_180_12,9_45_97,9_90_11,9_90_59,11_135_1,13_90_59,15_135_97,15_45_1,15_45_19,15_45_59,15_45_81,15_90_13,15_90_31,15_90_59,15_90_64,15_180_59,Label 
0.0878,0.0708,0.1348,0.2416,0.2043,-0.08161,0.18039,0.034,0.36824,0.28659,0.55599,0.03898,0.00005,0.05232,0.55293,0.11199,-0.28659,1.26187,22.15911,1.25223,0.06346,8.55556,10.33333,0.11111,2.68,3.10797,0.0354,0.25306,10.34568,13.98765,0.40785,0.40351,24.17356,0.36595,14.36,24.31111,0.28937,0.28325,2.76,3.07111,0.01602,0.34054,0.60491,0.51674,3
0.0546,0.0756,0.1458,0.2647,0.216,-0.08461,0.19803,0.0365,0.37283,0.30261,0.55562,0.04768,-0.00003,0.05514,0.55578,0.11125,-0.30261,1.29081,22.8647,1.25034,0.06612,7.55556,0.33333,0.80247,0.28,0.71744,0.38026,0.78571,0.32099,12.81481,0.8358,0.86296,13.80992,0.83669,12.01333,13.94667,0.77156,0.77901,2.09333,0.30222,0.12423,0.80489,0.82908,0.83962,2
0.0405,0.0552,0.1172,0.2795,0.195,-0.029,0.22916,0.0519,0.39646,0.39406,0.59064,0.05138,-0.00002,0.08115,0.58267,0.18128,-0.39406,1.38567,34.59341,1.44283,0.09901,5,0,0.50617,0.28,1.39963,0.42857,0.73673,0.2963,10.65432,0.89506,0.75556,9.1405,0.70828,10.22222,8.88,0.72578,0.62065,2,0.28,0.09112,0.71439,0.75423,0.6839,2
0.0335,0.0402,0.0926,0.2271,0.1455,-0.03757,0.24882,0.0419,0.3693,0.4143,0.59225,0.05214,-0.00002,0.06865,0.56988,0.1845,-0.4143,1.4622,49.61995,1.45248,0.08644,3.55556,0.55556,0.28395,0.24,1.84468,0.32362,0.83673,0.51852,7.58025,0.85802,0.65544,8.03306,0.65792,7.92,8.06667,0.79759,0.60708,2,0.32444,0.14035,0.66216,0.57604,0.63879,2
0.0648,0.0865,0.1556,0.265,0.2072,-0.00357,0.16119,0.0675,0.42175,0.32996,0.58912,0.06153,0.00014,0.0985,0.6003,0.17824,-0.32996,1.32648,17.04984,1.4338,0.11523,9.44444,2,0.1358,1.92,2.75433,0.04373,0.36445,4.58025,12.22222,0.43264,0.366,16.55372,0.34816,11.88889,16.48,0.34394,0.30279,2,1.58222,0.01645,0.36028,0.46273,0.41735,3
0.0576,0.0356,0.0518,0.204,0.1529,0.34045,0.12243,0.0864,0.42559,0.54673,0.72737,0.18067,0.00268,0.14785,0.65395,0.45474,-0.54673,3.33012,40.39192,2.66795,0.18783,4.55556,1.77778,0.1358,1.52,2.97614,0.04706,0.27193,3.92593,10.51852,0.55207,0.38107,16.59504,0.4579,11.70666,16.38667,0.36849,0.37557,2.26667,0.99556,0.01922,0.44581,0.58345,0.46334,7
0.05,0.0685,0.1137,0.2503,0.1899,0.08071,0.15139,0.0731,0.43205,0.38064,0.62163,0.12755,0.00039,0.1134,0.61628,0.24326,-0.38064,1.87863,21.96793,1.64292,0.13698,5.66667,4.33333,0.11111,1.76,2.80978,0.06539,0.33886,3.45679,9.06173,0.53108,0.41134,13.27273,0.45344,9.88444,13.29333,0.37972,0.38849,2,1.25333,0.01792,0.44646,0.39828,0.46195,3
0.0632,0.1035,0.1773,0.2821,0.2418,-0.0793,0.1275,0.0369,0.3681,0.21912,0.54713,0.08068,-0.00002,0.05317,0.55368,0.09425,-0.21912,1.3824,12.17181,1.20812,0.06209,9.44444,7.11111,0.16049,2.12,2.64343,0.04373,0.32929,4.38272,12.93827,0.48216,0.40782,17.35537,0.38915,12.68,17.25333,0.30906,0.36366,2.13333,1.78667,0.01333,0.38624,0.39104,0.47727,3
0.0524,0.059,0.1002,0.255,0.1926,0.18313,0.13029,0.1046,0.48226,0.453,0.67148,0.15945,0.00168,0.16267,0.66857,0.34295,-0.453,2.21657,21.90647,2.04391,0.19491,6.44444,0.44444,0.18519,0.6,2.4879,0.08038,0.58543,1.97531,10.25926,0.6679,0.50575,13.07438,0.48206,10.38666,12.56445,0.46402,0.42767,2,0.92,0.01954,0.47729,0.66605,0.47215,7
0.0745,0.1178,0.2034,0.3133,0.273,-0.10919,0.16897,0.0287,0.34476,0.23228,0.53295,0.05904,0.00002,0.04005,0.54031,0.0659,-0.23228,1.25713,13.6835,1.1411,0.04602,11.88889,6.77778,0.11111,1.92,3.16342,0.03374,0.37303,3.82716,12.32099,0.44489,0.45862,18.85124,0.44953,11.73777,18.54667,0.41251,0.40411,2.26667,1.64,0.0189,0.44566,0.52667,0.5128,3
0.0905,0.1371,0.2016,0.2838,0.244,-0.05868,0.1393,0.035,0.35528,0.21677,0.53994,0.04526,0.00007,0.04878,0.54916,0.07987,-0.21677,1.19593,11.50486,1.17361,0.05596,11.66667,12.22222,0.11111,1.72,2.97614,0.07122,0.47144,3.65432,13.96296,0.56319,0.44407,23.63636,0.37727,13.67111,21.8,0.39045,0.3485,2,1.58667,0.01764,0.39388,0.68505,0.37914,3
0.0303,0.0338,0.0518,0.1653,0.1135,0.35727,0.09862,0.0956,0.44337,0.5524,0.73996,0.15718,0.00045,0.1627,0.66998,0.47992,-0.5524,2.861,34.95366,2.84556,0.20509,2.88889,0.44444,0.16049,0.52,2.42162,0.21449,0.73878,0.22222,6.2716,0.87037,0.65062,6.80165,0.71302,6.14667,6.70667,0.75067,0.60442,1.97333,0.24,0.11609,0.71511,0.80837,0.74133,7
0.0339,0.0403,0.0713,0.2129,0.1586,0.20973,0.16408,0.0853,0.43774,0.50722,0.68714,0.10937,0.00026,0.14099,0.64618,0.37429,-0.50722,2.12482,37.87645,2.19635,0.17578,3.88889,0.55556,0.23457,0.32,2.37699,0.32195,0.76939,0.25926,8.83951,0.87654,0.77901,7.90083,0.76805,8.95556,7.88444,0.79956,0.67671,2,0.24444,0.16595,0.76311,0.72591,0.756,7
0.0527,0.0692,0.1344,0.2714,0.2025,-0.01759,0.18414,0.0583,0.40913,0.35086,0.58912,0.11958,0.00019,0.08837,0.59001,0.17823,-0.35086,1.69122,22.74918,1.43378,0.10573,7,1.88889,0.1358,1.8,2.86524,0.0379,0.40327,2.90123,12.04938,0.51126,0.51767,14.09091,0.53731,11.79111,14.08,0.47139,0.43153,2.10667,1.24889,0.03324,0.52941,0.45143,0.57267,3
0.0288,0.0353,0.0579,0.1612,0.0988,0.36414,0.07222,0.1148,0.48345,0.55027,0.74892,0.17663,0.00049,0.19101,0.70055,0.49783,-0.55027,2.7772,26.65901,2.98273,0.2357,2.88889,0.11111,0.35802,0.44,2.05787,0.36526,0.65714,0.19753,5.41975,0.88272,0.69136,6.09917,0.70473,5.27556,6.10667,0.716,0.59297,1.91111,0.26222,0.11056,0.70311,0.75843,0.71867,7
0.0335,0.0373,0.0579,0.1476,0.081,0.44893,0.12427,0.1485,0.54245,0.64135,0.78093,0.28484,0.00056,0.24231,0.75695,0.56186,-0.64135,3.65112,36.54496,3.56477,0.29144,3.44444,0.44444,0.11111,0.64,2.89976,0.21033,0.67551,1.97531,5.28395,0.76049,0.35112,9.1157,0.41624,6.96889,9.21333,0.56635,0.35075,1.98667,0.61778,0.04928,0.4107,0.74037,0.44453,7
0.0337,0.0346,0.059,0.1851,0.1161,0.28443,0.12703,0.0907,0.43962,0.53224,0.7173,0.14364,0.00078,0.15276,0.65908,0.4346,-0.53224,2.66102,36.47166,2.53729,0.19197,3.33333,0.33333,0.18519,0.52,2.5116,0.20783,0.64286,0.45679,7.19753,0.83951,0.69136,7.65289,0.71538,7.32,7.68,0.70248,0.608,2,0.33333,0.09898,0.72267,0.6958,0.68016,7
0.0279,0.0367,0.0668,0.1675,0.1073,0.22973,0.12458,0.0879,0.43975,0.49686,0.69842,0.14122,0.00097,0.14622,0.65188,0.39684,-0.49686,2.51048,31.73533,2.31587,0.18274,3.11111,0.33333,0.28395,0.56,2.22146,0.18034,0.66735,0.34568,5.12346,0.83333,0.61728,6.02479,0.69408,4.89778,5.92,0.76533,0.62177,1.76,0.32889,0.1373,0.70578,0.83416,0.71093,6
0.0259,0.0298,0.0391,0.1192,0.0638,0.52362,0.03303,0.1157,0.47118,0.61755,0.79835,0.22156,0.00106,0.19948,0.71054,0.5967,-0.61755,4.12788,31.18246,3.95908,0.25011,2.22222,0.33333,0.25926,0.12,2.0788,0.54186,0.93878,0.20988,2.90123,0.88889,0.61481,5,0.64615,2.76889,5.11111,0.89111,0.59475,1.36889,0.20889,0.44269,0.63111,0.5266,0.65067,7
0.0399,0.0477,0.0848,0.2081,0.1359,0.2017,0.14905,0.0987,0.46813,0.49005,0.68394,0.15531,0.00025,0.15807,0.6641,0.36787,-0.49005,2.20991,29.03441,2.16392,0.1927,4.55556,0.44444,0.16049,1.28,2.84431,0.10787,0.55705,3.14815,7.5679,0.64431,0.42823,10.03306,0.47267,7.76,9.8,0.56751,0.48679,2,0.83111,0.03542,0.47729,0.46699,0.45887,7
0.0348,0.0399,0.0662,0.1778,0.1026,0.30556,0.13648,0.1077,0.47549,0.55129,0.72428,0.20045,0.00054,0.17724,0.68529,0.44856,-0.55129,2.77492,34.43595,2.62689,0.21828,3.44444,0.55556,0.1358,0.52,2.83071,0.20367,0.67755,0.35802,5.93827,0.75556,0.53352,7.79339,0.57928,6.48889,8.09333,0.68959,0.5053,2,0.39556,0.05359,0.58363,0.69436,0.59996,7
0.0311,0.047,0.0824,0.1779,0.1124,0.19563,0.15084,0.0927,0.45671,0.48453,0.68,0.22177,0.00003,0.14962,0.65514,0.36,-0.48453,2.44053,30.20951,2.125,0.18356,3.66667,0.44444,0.18519,0.6,2.86524,0.16285,0.6551,0.54321,4.27161,0.82963,0.45389,6.39669,0.48259,4.06667,6.44889,0.72356,0.37864,1.71111,0.38667,0.09503,0.46215,0.75384,0.47295,2
0.0303,0.0328,0.0536,0.1463,0.0997,0.22741,0.16522,0.0646,0.38393,0.50958,0.68801,0.12207,0.00035,0.11164,0.61524,0.37602,-0.50958,2.50187,50.7383,2.20522,0.14424,2.77778,0.22222,0.33333,0.2,2.16485,0.55935,0.80612,0.19753,5.34568,0.90741,0.72963,6.39669,0.68639,5.02222,6.44,0.78044,0.64933,1.57778,0.22667,0.10408,0.70222,0.84158,0.73067,6
0.0324,0.0696,0.1342,0.1909,0.1274,0.08197,0.11787,0.1001,0.47591,0.37743,0.63582,0.17656,0.00006,0.14788,0.65207,0.27164,-0.37743,1.80849,15.16412,1.7459,0.17288,5.11111,3.66667,0.11111,1.32,3.10797,0.08038,0.46802,1.12346,4.48148,0.60123,0.42354,6.99174,0.44289,4.59556,6.76,0.62263,0.35184,1.92,0.60889,0.05703,0.43637,0.78356,0.49354,7
0.0372,0.0511,0.0923,0.2167,0.1494,0.22293,0.11205,0.1178,0.50244,0.48062,0.69478,0.15249,0.00025,0.18415,0.69179,0.38955,-0.48062,2.09426,21.28144,2.27627,0.22021,5.22222,1.33333,0.1358,1.04,2.71247,0.12037,0.52449,0.82716,7.59259,0.71111,0.59259,8.87603,0.61277,7.61778,8.72,0.63867,0.51266,1.96,0.45333,0.06066,0.62115,0.84051,0.62497,6
0.0263,0.0265,0.0351,0.1,0.0538,0.54073,0.03693,0.1115,0.45936,0.63616,0.80682,0.21792,0.00064,0.19426,0.70491,0.61365,-0.63616,4.15385,35.55998,4.17664,0.24534,2,0.22222,0.28395,0.4,1.99849,0.65098,0.85714,0.12346,3.03704,0.93827,0.62095,5.75207,0.60884,3.84889,5.85333,0.788,0.54819,1.25333,0.24444,0.23042,0.59064,0.79499,0.64665,7
0.0389,0.0503,0.0939,0.2172,0.1498,0.14808,0.15783,0.0914,0.4586,0.46136,0.66368,0.1301,0.00029,0.14479,0.64973,0.32736,-0.46136,1.96486,27.67382,1.97338,0.17595,4.11111,2.88889,0.20988,1.16,2.3549,0.09454,0.58812,0.48148,8.90123,0.67531,0.5439,7.44628,0.59545,9.66222,7.42667,0.71456,0.53112,2.24,0.50222,0.07121,0.61408,0.95771,0.66622,2
0.029,0.0481,0.1021,0.215,0.1479,0.1021,0.17966,0.0895,0.45748,0.45925,0.65237,0.1469,0,0.14004,0.64451,0.30473,-0.45925,1.9334,29.1257,1.87659,0.16914,4.11111,0.44444,0.1358,0.8,2.77526,0.1262,0.66531,0.59259,8.51852,0.70864,0.47255,6.90909,0.48672,8.24,6.44,0.724,0.51482,1.96,0.46222,0.05687,0.50628,0.8839,0.5516,3
0.0239,0.038,0.07,0.1678,0.1117,0.21899,0.19048,0.0892,0.44413,0.53965,0.69459,0.13579,0.00012,0.14742,0.65309,0.38918,-0.53965,2.24143,45.43341,2.27429,0.18349,2.77778,0.22222,0.62963,0.28,1.49827,0.39025,0.85714,0.16049,5.90123,0.88889,0.68272,4.81818,0.59645,5.71111,4.65333,0.82444,0.59393,1.86667,0.19111,0.13707,0.59074,0.8193,0.70444,6
0.0167,0.0197,0.0256,0.0824,0.0398,0.67136,0.04918,0.1346,0.49516,0.747,0.86222,0.34065,0.0003,0.23617,0.75195,0.72443,-0.747,5.91797,52.48266,6.25781,0.2944,1,0.11111,0.16049,0.36,2.86524,0.71262,0.85714,0.11111,1.80247,0.93827,0.44764,2.7438,0.51133,1.88444,2.94667,0.79778,0.42732,1.08,0.12,0.6832,0.50013,0.65422,0.58941,7
0.0183,0.0204,0.0296,0.08,0.0448,0.56769,0.06093,0.1111,0.45301,0.68604,0.82619,0.19096,0.0004,0.19581,0.70677,0.65238,-0.68604,4.25676,48.71688,4.75338,0.24862,1,0,0.16049,0.4,2.80978,0.5227,0.84694,0.19753,2.51852,0.90123,0.44572,3.34711,0.46461,2.91111,3.64,0.79644,0.4752,1.68444,0.27556,0.14931,0.46038,0.52508,0.52429,7
0.027,0.0388,0.0791,0.2261,0.1228,0.38358,0.07839,0.1889,0.61163,0.59714,0.77211,0.32007,0.0017,0.28976,0.80754,0.54422,-0.59714,3.33249,20.2541,3.38812,0.33449,3.44444,0.33333,0.38272,0.16,1.73419,0.43857,0.84082,0.30864,7.67901,0.89506,0.72418,6.00826,0.68886,7.59111,6.01333,0.79778,0.6751,2,0.26222,0.11151,0.70675,0.85106,0.68345,6
0.03,0.0323,0.0598,0.1941,0.1239,0.29654,0.12937,0.1011,0.45961,0.55459,0.72904,0.17539,0.00043,0.16898,0.67656,0.45809,-0.55459,2.78595,36.50058,2.69064,0.21042,3,0,0.20988,0.24,2.46697,0.24781,0.86531,0.33333,6.67901,0.77284,0.63827,6.09091,0.60627,6.4,6.06667,0.804,0.65715,1.84,0.36889,0.12261,0.63671,0.72846,0.72533,6
0.029,0.0427,0.0775,0.1845,0.1219,0.19814,0.15758,0.0903,0.45021,0.49688,0.68406,0.14348,0.00019,0.1472,0.65267,0.36812,-0.49688,2.22065,33.4785,2.16516,0.18174,3.88889,0.22222,0.38272,0.36,2.24059,0.14036,0.58367,0.58025,7.11111,0.82716,0.69753,7.81818,0.66213,6.50667,8.10222,0.63333,0.53474,1.37778,0.42222,0.04391,0.66242,0.91662,0.58691,6
0.02,0.021,0.0282,0.0852,0.0464,0.61227,-0.00879,0.119,0.46727,0.67368,0.83922,0.22666,0.00033,0.20943,0.72191,0.67845,-0.67368,4.64184,33.63973,5.21986,0.26429,1.44444,0.55556,0.1358,0.6,2.84431,0.212,0.69184,0.2963,2.12346,0.78519,0.41914,3.29752,0.43729,1.97333,3.16,0.78933,0.45095,1.10667,0.30222,0.34914,0.45544,0.63499,0.52893,7
0.0132,0.016,0.0242,0.0838,0.0409,0.66494,0.06608,0.1368,0.49806,0.76729,0.86933,0.37833,0.00032,0.24047,0.75687,0.73866,-0.76729,6.57438,61.46433,6.65289,0.29947,1,0,0.35802,0,1.31884,1,1,0,1.7037,1,0.65556,1.77686,0.59882,1.88,1.78667,0.87867,0.55378,1.05333,0.05333,0.79216,0.60933,0.63275,0.70267,7
0.0187,0.0203,0.0222,0.0554,0.029,0.65072,-0.03268,0.0917,0.40396,0.65552,0.83688,0.17476,0.00022,0.16596,0.67404,0.67377,-0.65552,4.77478,37.02211,5.13063,0.21624,1,0,0.1358,0.08,2.69888,1,0.91837,0.06173,0.91358,0.98765,0.61111,3.24793,0.58733,1.12444,3.29333,0.90667,0.5238,1,0.07556,0.42005,0.57341,0.91677,0.61153,7
0.0374,0.0663,0.1234,0.2683,0.1824,0.16007,0.15005,0.1259,0.51653,0.46432,0.6689,0.18322,0.00067,0.18622,0.69284,0.33781,-0.46432,2.0624,20.07455,2.02026,0.2164,6.77778,1.44444,0.35802,0.6,2.12969,0.07122,0.50036,1.48148,9.04938,0.68889,0.71111,9.22314,0.69088,8.00889,9.32889,0.56559,0.55626,2,0.64889,0.03372,0.67182,0.90777,0.64862,6
0.0665,0.0865,0.1643,0.3473,0.2778,-0.04964,0.18671,0.0549,0.40003,0.32128,0.57158,0.07033,-0.00001,0.07972,0.58088,0.14316,-0.32128,1.37614,18.90862,1.33414,0.09321,8.88889,0.22222,1,0.04,0.69046,0.47272,0.91837,0.67901,16.7037,0.91975,0.89136,16.26446,0.86923,15.70222,15.85333,0.82044,0.852,2.8,0.28444,0.33207,0.872,0.86694,0.80595,2
0.0714,0.0977,0.168,0.2672,0.22,-0.06717,0.1495,0.0403,0.37604,0.25256,0.55355,0.06162,-0.00001,0.05874,0.55939,0.1071,-0.25256,1.30357,14.69621,1.23988,0.06898,10.22222,2.11111,0.20988,2.44,2.84431,0.03707,0.34155,3.8642,12.39506,0.41487,0.36932,17.75207,0.40595,11.18222,17.16,0.38595,0.40361,2,1.49333,0.01638,0.40704,0.33789,0.52192,3
0.0525,0.0576,0.082,0.1871,0.1335,0.08355,0.0719,0.0438,0.36642,0.27846,0.60539,0.08351,0.00075,0.07296,0.57441,0.21078,-0.27846,1.86585,18.78679,1.53415,0.09282,5.88889,0.66667,0.1358,0.72,2.75433,0.13703,0.5898,0.77778,9.06173,0.80741,0.60588,14.07438,0.65548,9.60889,14.44,0.6191,0.53827,1.68,0.46667,0.06469,0.65197,0.75613,0.61514,1
0.038,0.0464,0.087,0.1936,0.1313,0.15244,0.16,0.0865,0.44769,0.46723,0.66603,0.13112,0.00003,0.13905,0.64378,0.33205,-0.46723,2.0023,30.27032,1.99425,0.17061,4,0,0.28395,0.28,1.97067,0.41941,0.78571,0.20988,6.74074,0.82716,0.639,9,0.68235,6.97778,9.06667,0.80978,0.67004,1.89333,0.30667,0.1678,0.70141,0.69912,0.76978,5
0.0458,0.0576,0.0904,0.2194,0.133,0.27316,0.08005,0.1254,0.51447,0.47404,0.70477,0.39711,0.00056,0.19577,0.70436,0.40954,-0.47404,3.17257,17.90048,2.38717,0.23332,5.55556,0.22222,0.11111,0.44,2.92069,0.28363,0.80612,1.1358,7.66667,0.87654,0.43409,13.06612,0.45031,8.09333,13.34667,0.72595,0.48846,1.6,0.58667,0.05529,0.47493,0.81757,0.45381,4
0.0849,0.0956,0.18,0.2968,0.2409,-0.03443,0.19048,0.0668,0.41314,0.33694,0.57826,0.08266,0.00115,0.09411,0.59556,0.15651,-0.33694,1.41278,17.66855,1.37111,0.10811,9.88889,1.77778,0.11111,2.44,3.21888,0.03124,0.14838,22.49383,12.03704,0.51952,0.43464,18.71901,0.42559,11.04889,19.85333,0.32373,0.25691,2.22222,2.04,0.01641,0.43474,0.76335,0.37885,3
0.1038,0.2244,0.3701,0.3727,0.3097,-0.14852,0.12084,0.0123,0.13513,0.13691,0.50817,-0.01899,0.00198,0.01404,0.51405,0.01635,-0.13691,0.9519,5.59883,1.03323,0.01473,23.11111,37.66667,0.11111,3,3.16342,0.02707,0.10271,31.65432,15.13581,0.42441,0.36999,25.72727,0.37895,13.16444,25.13334,0.23116,0.26273,2.32,2.44,0.01171,0.3843,0.72517,0.3463,3
0.0815,0.1214,0.1723,0.1925,0.1739,-0.15678,0.07924,-0.0096,0.29301,0.05069,0.48567,-0.01286,0.00035,-0.01437,0.48567,-0.02866,-0.05069,0.93093,9.34585,0.94428,-0.01725,11,7.22222,0.18519,2.72,2.41428,0.06706,0.28036,3.69136,11.40741,0.41939,0.39064,21.23967,0.35256,12.13333,22.61333,0.29754,0.28169,2,2.49778,0.01839,0.3767,0.64227,0.44153,3
0.0468,0.0432,0.0616,0.1471,0.0873,0.48119,0.01233,0.1668,0.57414,0.58336,0.78759,0.38688,0.00085,0.26747,0.78459,0.57517,-0.58336,3.875,17.47986,3.70779,0.31671,4.22222,0.11111,0.35802,0.32,2.54335,0.22782,0.62857,1.04938,6.23457,0.79383,0.57081,13.42975,0.61323,7.63556,14.36,0.54629,0.48199,2,0.58222,0.04363,0.63979,0.8189,0.54288,7
0.0507,0.0371,0.0497,0.1678,0.095,0.51724,0.03434,0.1461,0.53424,0.61685,0.79756,0.3798,0.00085,0.24248,0.75769,0.59511,-0.61685,4.50905,24.72628,3.93964,0.29396,3.55556,0.33333,0.1358,0.76,2.97614,0.10704,0.49628,1.66667,6.95062,0.6321,0.34767,13.14876,0.46675,8.94667,13.45333,0.44465,0.40422,2.58667,0.98667,0.02123,0.46077,0.61891,0.487,7
0.0604,0.0819,0.1649,0.3293,0.2627,-0.06395,0.1971,0.0532,0.39721,0.32705,0.56945,0.07067,0,0.07726,0.57836,0.1389,-0.32705,1.3778,20.09907,1.32262,0.09037,8.11111,0.22222,0.50617,0.56,1.49694,0.74261,0.77143,0.30864,15.44444,0.87901,0.7785,15.65289,0.73726,14.47556,15.48,0.7751,0.72757,2.32,0.28889,0.1428,0.73154,0.79716,0.6933,2
0.0469,0.0554,0.0803,0.2343,0.1411,0.45237,0.0328,0.1987,0.62605,0.57538,0.77651,0.37192,0.00165,0.30244,0.82135,0.55302,-0.57538,3.44956,15.16274,3.47447,0.34685,5.33333,0.88889,0.11111,0.28,3.05252,0.18367,0.73878,0.58025,7.59259,0.7284,0.36256,12.28099,0.43277,7.45778,12.58667,0.71777,0.3706,2,0.55556,0.04494,0.45304,0.8375,0.48891,4
0.0417,0.0497,0.0813,0.2243,0.1356,0.32657,0.09939,0.1411,0.53798,0.5391,0.7323,0.23136,0.00113,0.22168,0.73285,0.4646,-0.5391,2.76384,22.37477,2.73555,0.26334,4.88889,0.11111,0.4321,0.12,1.24097,0.44606,0.90816,0.34568,8.06173,0.88889,0.73066,10.35537,0.66637,8.12444,10.22667,0.81511,0.57924,1.77333,0.28444,0.07093,0.65322,0.88308,0.67288,4
0.0478,0.0475,0.0767,0.2209,0.1532,0.30375,0.10758,0.1216,0.50441,0.5248,0.72109,0.15803,0.00098,0.19481,0.70391,0.44218,-0.5248,2.43546,24.92443,2.5854,0.23535,5.11111,1.33333,0.16049,0.68,2.69888,0.08621,0.48812,1.91358,9.5679,0.67901,0.56173,12.4876,0.55405,9.73778,12.70667,0.43462,0.43058,2,0.81333,0.03281,0.53083,0.49848,0.5279,7
0.0588,0.0869,0.1526,0.2608,0.2003,-0.0523,0.17204,0.044,0.38473,0.29172,0.563,0.05037,-0.00002,0.06546,0.56632,0.126,-0.29172,1.29292,18.58886,1.28834,0.07772,8.22222,2,0.16049,0.92,2.26609,0.05789,0.51385,3.27161,11.12346,0.50414,0.49257,15.93389,0.502,11.67111,15.85333,0.43293,0.45269,2,1.14222,0.02779,0.50736,0.62892,0.54974,3
0.0384,0.0468,0.0778,0.2733,0.1553,0.38129,0.08583,0.1651,0.57534,0.57523,0.75741,0.3119,0.00126,0.25736,0.77205,0.51481,-0.57523,3.24293,21.53949,3.12211,0.30175,4.11111,0.44444,0.11111,0.2,3.03159,0.55602,0.81633,0.22222,8.11111,0.90123,0.32095,9.2562,0.31119,8.06667,9.36,0.82178,0.28321,2,0.25778,0.12312,0.32683,0.83899,0.41108,4
0.0356,0.0605,0.1126,0.2205,0.1393,0.17691,0.0964,0.1229,0.51256,0.43466,0.67653,0.191,0.00073,0.18526,0.69221,0.35306,-0.43466,2.16341,15.86474,2.09147,0.21737,5.66667,1,0.1358,0.96,2.73063,0.12953,0.61224,0.33333,7.38272,0.74074,0.46928,9.39669,0.5011,6.09778,9.36,0.68541,0.51369,1.64,0.51111,0.04458,0.51175,0.87354,0.61404,6
0.0558,0.0639,0.1187,0.2005,0.1401,0.01894,0.15975,0.0615,0.41321,0.35387,0.60288,0.07547,0.00002,0.09534,0.59739,0.20575,-0.35387,1.4583,22.15165,1.51811,0.11547,5.66667,1,0.1358,1.16,2.80978,0.07539,0.40374,1.4321,9.16049,0.5748,0.47549,14.3719,0.49377,9.6,14.74222,0.44635,0.50091,1.84,1.00444,0.02925,0.53247,0.48094,0.68782,2
0.0382,0.0412,0.0642,0.1585,0.1077,0.33537,0.09837,0.111,0.48029,0.53752,0.73183,0.24326,0.00034,0.18297,0.69157,0.46366,-0.53752,3.00623,28.16037,2.72897,0.22518,3.77778,3.44444,0.11111,1.76,3.10797,0.11287,0.5511,2.37037,5.79012,0.65106,0.51798,9.1405,0.57157,6.41778,9.21333,0.66945,0.50678,2.10667,0.81333,0.09124,0.5545,0.75075,0.59649,7
0.074,0.0893,0.1659,0.3026,0.2556,-0.10731,0.14969,0.0296,0.35927,0.22879,0.54095,0.08006,0.00049,0.04358,0.54395,0.0819,-0.22879,1.43822,14.89907,1.17842,0.05154,9.11111,4.66667,0.11111,2.08,2.92069,0.03873,0.26448,5.66667,14.11111,0.4505,0.44149,19.28926,0.46914,13.49778,18.77333,0.39645,0.36715,2.28,1.44,0.01649,0.47357,0.58637,0.51045,3
0.0722,0.0894,0.1447,0.2083,0.1738,-0.04167,0.16225,0.0393,0.37753,0.27645,0.55978,0.04715,-0.00002,0.05936,0.5601,0.11956,-0.27645,1.28749,18.45373,1.2716,0.07114,8.88889,0.44444,0.1358,0.8,2.6225,0.13953,0.54694,1.07407,10.82716,0.69259,0.56071,18.32231,0.55748,11.12,17.98667,0.51419,0.46756,2,0.8,0.03364,0.57296,0.78146,0.5862,3
0.0441,0.0598,0.1328,0.2828,0.1948,-0.03261,0.25996,0.06,0.41192,0.42393,0.59214,0.07395,-0.00003,0.09107,0.59282,0.18428,-0.42393,1.45708,37.16314,1.45181,0.10901,5.88889,0.22222,0.35802,0.48,1.85307,0.25698,0.85102,0.38272,10.41975,0.85802,0.75062,9.71074,0.75089,9.34667,9.80444,0.80178,0.67367,1.92889,0.29778,0.05335,0.72089,0.85222,0.67475,2
0.0378,0.044,0.0636,0.1497,0.0839,0.39601,0.07342,0.1287,0.51115,0.55583,0.75147,0.23815,0.00091,0.21019,0.72126,0.50293,-0.55583,3.17767,24.44541,3.02358,0.25539,4.11111,0.55556,0.16049,0.44,2.43521,0.27863,0.72857,0.33333,4.39506,0.80864,0.49256,9.03306,0.5368,4.81778,9.16,0.73511,0.4849,1.04,0.33778,0.09894,0.53661,0.66866,0.63378,7
0.0423,0.0463,0.0843,0.2139,0.1353,0.17837,0.16356,0.0911,0.45469,0.48644,0.67539,0.16403,0.00043,0.1467,0.65198,0.35079,-0.48644,2.34164,31.93283,2.08066,0.17987,4.55556,0.77778,0.11111,0.72,2.244,0.14869,0.69184,0.28395,9.39506,0.81605,0.66986,10.28099,0.71277,9.49333,9.94667,0.76889,0.71759,1.92,0.30667,0.06848,0.73271,0.67743,0.81911,7
0.0243,0.0268,0.029,0.1002,0.0477,0.67398,-0.02521,0.1312,0.49182,0.68013,0.84672,0.34437,0.00072,0.22896,0.74371,0.69345,-0.68013,5.92414,29.64125,5.52414,0.28555,2,0,0.1358,0.2,2.86524,0.74261,0.79592,0.11111,2.35802,0.96296,0.53645,5.54545,0.54796,2.98667,5.56,0.80356,0.52716,1.06667,0.18222,0.28604,0.53781,0.87393,0.60109,7
